;description;energy;kms;location;make;model;price;title;transmission;year
683;"camioneta de uso familiar; muy conservada";gasolina;55700;Surquillo - Lima - Lima;kia;sorento;19700;kia sorento 2014;automática (secuencial);2014
684;vehículo en excelente estado;gasolina;25000;Santiago de Surco - Lima - Lima;kia;optima;16000;kia optima 2013;automática;2013
685;"kia sportage 2015; 4x4; todos los mantenimientos en kia";gasolina;21000;Miraflores - Lima - Lima;kia;sportage;18400;kia sportage 2015;automática (secuencial);2015
686;"hermoso deportivo blanco; super ahorrador unico full equipo";gasolina;54000;San Isidro - Lima - Lima;kia;koup;15900;kia koup 2014;mecánica;2014
687;excelente estado, automático;gasolina;31000;Santiago de Surco - Lima - Lima;kia;rio;10000;kia rio 2014;automática (secuencial);2014
688;auto con buen cuidado y bueno,;gasolina;;San Borja - Lima - Lima;kia;optima;5300;kia optima 2005;automática (secuencial);2005
689;gran ocasión;gasolina;55000;Lima - Lima - Lima;kia;optima;12000;kia optima 2012;mecánica;2012
690;kia sportage como nuevo ;gasolina;107000;Comas - Lima - Lima;kia;sportage;13500;kia sportage 2011;automática (secuencial);2011
691;"impecable kia rio hb 2013; equipo full1,4mt 9,8,7,6,4,4,3,2,";gas gnv;40000;San Juan de Lurigancho - Lima - Lima;kia;rio;9100;kia rio 2013;mecánica;2013
692;kia sorento 2013 - full deluxe 4x4;gasolina;52000;Miraflores - Lima - Lima;kia;new sorento;17200;kia new sorento 2013;automática (secuencial);2013
693;7 asientos;gasolina;64000;Santiago de Surco - Lima - Lima;kia;sorento;15900;kia sorento 2012;mecánica;2012
694;;gasolina;70000;Santiago de Surco - Lima - Lima;kia;sorento;13000;kia sorento 2011;mecánica;2011
695;kia cerato modelo 2016 - dual;dual;30000;Magdalena del Mar - Lima - Lima;kia;cerato;12000;kia cerato 2015;mecánica;2015
696;"versión full equipo; bien conservado";gasolina;85000;Pueblo Libre - Lima - Lima;kia;sorento;19800;kia sorento 2013;automática;2013
697;semi nuevo, de uso particular, precio muy conversable, ;gasolina;24000;San Martin de Porres - Lima - Lima;kia;picanto;8650;kia picanto 2015;mecánica;2015
698;se vende auto como nuevo;gasolina;3500;Callao - Callao - Callao;kia;cerato;14400;kia cerato 2018;mecánica;2018
699;vendo kia sorento año 2016 refull caja secuencial ;gasolina;50000;La Molina - Lima - Lima;kia;sorento;22500;kia sorento 2015;automática (secuencial);2015
700;"excelente estado; cabina amplia y cómoda; gasolina 90,";gasolina;50000;Santiago de Surco - Lima - Lima;kia;optima;9700;kia optima 2010;automática;2010
701;excelente condiciones - facturable;gasolina;12300;Magdalena del Mar - Lima - Lima;kia;sportage;25500;kia sportage 2017;automática (secuencial);2017
702;kia sportage 2013 full equipo,;gasolina;39000;San Borja - Lima - Lima;kia;sportage;15900;kia sportage 2013;automática (secuencial);2013
703;"buen mantenimiento; uso familiar en ciudad; no viajes";gasolina;45000;Chorrillos - Lima - Lima;kia;sportage;16500;kia sportage 2015;automática (secuencial);2015
704;vehículo en excelente estado;gasolina;457;San Miguel - Lima - Lima;kia;sorento;29000;kia sorento 2018;automática;2018
705;vehículo en excelente estado;gasolina;2321;San Miguel - Lima - Lima;kia;rio;15500;kia rio 2017;automática;2017
706;vehículo en excelente estado;gasolina;471;San Miguel - Lima - Lima;kia;sorento;28500;kia sorento 2018;automática;2018
707;auto full equipo en excelente estado, se vende por viaje;gasolina;72000;Lince - Lima - Lima;kia;picanto;8600;kia picanto 2014;mecánica;2014
708;uso dama;gasolina;58000;San Borja - Lima - Lima;kia;picanto;6950;kia picanto 2011;mecánica;2011
709;excelente estado;gasolina;58000;Barranco - Lima - Lima;kia;sorento;16800;kia sorento 2012;automática;2012
710;auto modelo 2016 - ningún problema legal;dual;39320;Ventanilla - Callao - Callao;kia;rio sedán;10000;kia rio sedán 2015;mecánica;2015
711;bueno bonito y barato;gasolina;37000;San Miguel - Lima - Lima;kia;picanto;8100;kia picanto 2017;mecánica;2017
712;;gasolina;77000;San Isidro - Lima - Lima;kia;sorento;16500;kia sorento 2013;automática;2013
713;"camioneta sportage plata ; modelo 2012 en excelente estado,";gasolina;78000;San Isidro - Lima - Lima;kia;sportage;12990;kia sportage 2012;automática;2012
714;se vende camioneta en excelente estado, ;gasolina;36000;Miraflores - Lima - Lima;kia;sportage;17500;kia sportage 2015;automática (secuencial);2015
715;;gasolina;56000;Magdalena del Mar - Lima - Lima;kia;sportage;15000;kia sportage 2014;mecánica;2014
716;kia cerato hb - auto en excelente estado, único dueño,;gasolina;76400;Miraflores - Lima - Lima;kia;cerato;8500;kia cerato 2011;automática (secuencial);2011
717;;gasolina;68500;Arequipa - Arequipa - Arequipa;kia;sorento;;kia sorento 2014;mecánica;2014
718;;gasolina;20500;Los Olivos - Lima - Lima;kia;cerato;15000;kia cerato 2017;mecánica;2017
719;"uso particular; unico dueño ; ocasion ! ";gasolina;23000;San Martin de Porres - Lima - Lima;kia;cerato;16000;kia cerato 2017;automática;2017
720;versión 2,0 gt line 4x2, automática (secuencial), como nueva;gasolina;11800;Jesus Maria - Lima - Lima;kia;sportage;24000;kia sportage 2017;automática (secuencial);2017
721;"impecable kia rio hb 2013; equipo full 1,4 mt; motor 1,4";gas gnv;39000;San Juan de Lurigancho - Lima - Lima;kia;rio;9300;kia rio 2013;mecánica;2013
722;;gasolina;8000;Santiago de Surco - Lima - Lima;kia;cerato;15000;kia cerato 2013;automática (secuencial);2013
723;poco uso, auto familiar,;gasolina;76000;San Miguel - Lima - Lima;kia;sorento;14600;kia sorento 2012;mecánica;2012
724;camioneta como nueva,;gasolina;75000;Chorrillos - Lima - Lima;kia;sorento;15900;kia sorento 2013;automática;2013
725;"camioneta de uso familiar; muy conservada";gasolina;54000;Surquillo - Lima - Lima;kia;sorento;20500;kia sorento 2014;automática (secuencial);2014
726;vehículo en excelente estado;dual;150000;Barranco - Lima - Lima;kia;sorento;8500;kia sorento 2006;automática (secuencial);2006
727;"versión full de luxe; la más equipada!";gasolina;45000;San Borja - Lima - Lima;kia;rio;14500;kia rio 2016;automática;2016
728;;gasolina;31950;San Borja - Lima - Lima;kia;rio hb;10900;kia rio hb 2014;automática (secuencial);2014
729;;gasolina;40000;Miraflores - Lima - Lima;kia;rio;10500;kia rio 2012;automática;2012
730;;gasolina;42000;Lince - Lima - Lima;kia;cerato;9500;kia cerato 2012;mecánica;2012
731;;gasolina;28000;La Victoria - Lima - Lima;kia;soul;;kia soul 2014;mecánica;2014
732;;gasolina;65000;Jesus Maria - Lima - Lima;kia;soul;7800;kia soul 2010;automática;2010
733;"kia soul fab 2018 mecanico con 4;000km como nuevo impecable";gasolina;4000;Santiago de Surco - Lima - Lima;kia;soul;12500;kia soul 2018;mecánica;2018
734;;gasolina;78000;San Miguel - Lima - Lima;kia;sportage;15300;kia sportage 2013;automática;2013
735;;gasolina;31000;San Isidro - Lima - Lima;kia;rio;10800;kia rio 2013;automática;2013
736;;gasolina;57200;Surquillo - Lima - Lima;kia;cerato koup;11850;kia cerato koup 2015;mecánica;2015
737;;gasolina;22000;Magdalena del Mar - Lima - Lima;kia;cerato;11800;kia cerato 2012;mecánica;2012
738;;gasolina;42000;San Borja - Lima - Lima;kia;sportage;18800;kia sportage 2017;mecánica;2017
739;;gasolina;89000;Santiago de Surco - Lima - Lima;kia;sorento;17900;kia sorento 2014;mecánica;2014
740;;gasolina;38000;San Isidro - Lima - Lima;kia;rio;13200;kia rio 2015;automática;2015
741;;gas glp;27000;Los Olivos - Lima - Lima;kia;rio;13600;kia rio 2016;mecánica;2016
742;;gasolina;46000;Miraflores - Lima - Lima;kia;rio;12300;kia rio 2015;automática;2015
743;;gasolina;51000;Santiago de Surco - Lima - Lima;kia;cerato;14000;kia cerato 2015;automática;2015
744;;gasolina;1800;Miraflores - Lima - Lima;kia;sportage;21900;kia sportage 2018;mecánica;2018
745;;gasolina;56800;Miraflores - Lima - Lima;kia;cerato;9900;kia cerato 2011;automática (secuencial);2011
746;;gasolina;24000;Santiago de Surco - Lima - Lima;kia;picanto;11200;kia picanto 2016;automática;2016
747;;gasolina;53000;San Isidro - Lima - Lima;kia;cerato;14200;kia cerato 2016;automática;2016
748;;gasolina;18000;Miraflores - Lima - Lima;kia;sportage;24300;kia sportage 2018;mecánica;2018
749;;gas glp;19000;Los Olivos - Lima - Lima;kia;rio;12800;kia rio 2015;automática;2015
750;;gasolina;42000;San Miguel - Lima - Lima;kia;sorento;17400;kia sorento 2014;automática;2014
751;espectacular estado;gasolina;36114;La Victoria - Lima - Lima;kia;sorento;24000;kia sorento 2015;automática;2015
752;kia picanto 2012 automatico full equipo;gasolina;69000;Santiago de Surco - Lima - Lima;kia;picanto;;kia picanto 2012;automática;2012
753;"kia picanto fab 2015 at version lx nuevo con 3;000km ";gasolina;3000;Santiago de Surco - Lima - Lima;kia;picanto;9400;kia picanto 2015;automática;2015
754;;gasolina;77882;La Victoria - Lima - Lima;kia;sorento;17500;kia sorento 2012;automática (secuencial);2012
755;;gasolina;66638;La Victoria - Lima - Lima;kia;sportage;;kia sportage 2015;automática (secuencial);2015
756;★★★ kia sorento ★★★ año fab, 2013 año mod, 2014 ✔ motor a ga;gasolina;70744;La Victoria - Lima - Lima;kia;sorento;16900;kia sorento 2013;automática (secuencial);2013
757;★★★ kia cerato ★★★ ✔ version 2,0 mt ex ✔ fab, 2015 y mod, 20;gasolina;24627;La Victoria - Lima - Lima;kia;cerato koup;13900;kia cerato koup 2015;mecánica;2015
758;;dual;;Santiago de Surco - Lima - Lima;kia;sportage;16500;kia sportage 2015;automática;2015
759;;eléctrico;44000;La Molina - Lima - Lima;kia;cerato;15500;kia cerato 2014;mecánica;2014
760;;gas gnv;135000;San Borja - Lima - Lima;kia;rio;;kia rio 2013;mecánica;2013
761;kia sorento fab 2015 mod2016 atsec 3 filas full mant en casa;gasolina;49000;Santiago de Surco - Lima - Lima;kia;sorento;23900;kia sorento 2015;automática (secuencial);2015
762;;gasolina;58000;Pueblo Libre - Lima - Lima;kia;cerato;12100;kia cerato 2014;mecánica;2014
763;;gasolina;120000;San Isidro - Lima - Lima;kia;cerato;7900;kia cerato 2010;automática (secuencial);2010
764;kia picanto modelo 2018 mecanico;gasolina;12000;Santiago de Surco - Lima - Lima;kia;picanto;8900;kia picanto 2018;mecánica;2018
765;kia sportage 2009;gasolina;123000;Santiago de Surco - Lima - Lima;kia;sportage;8900;kia sportage 2009;mecánica;2009
766;;gasolina;76000;San Isidro - Lima - Lima;kia;sportage;12800;kia sportage 2012;automática;2012
767;;gasolina;67000;San Isidro - Lima - Lima;kia;sportage;13200;kia sportage 2012;automática (secuencial);2012
768;;gasolina;67000;Miraflores - Lima - Lima;kia;cerato;10000;kia cerato 2011;automática (secuencial);2011
769;;dual;56400;San Miguel - Lima - Lima;kia;sportage;15300;kia sportage 2012;automática (secuencial);2012
770;;dual;164000;San Borja - Lima - Lima;kia;rio;6500;kia rio 2010;automática;2010
771;realmente nueva solo uso particular;gasolina;;Surquillo - Lima - Lima;kia;cerato koup;;kia cerato koup 2012;automática;2012
772;;gasolina;51000;Lima - Lima - Lima;kia;picanto;4800;kia picanto 2008;mecánica;2008
773;uso personal;gasolina;45000;Santiago de Surco - Lima - Lima;kia;rio;;kia rio 2015;mecánica;2015
774;"30;ooo kms, ";gasolina;30000;Santiago de Surco - Lima - Lima;kia;cerato;13800;kia cerato 2014;mecánica;2014
775;realmente impecable uso particular ;gas glp;30000;Los Olivos - Lima - Lima;kia;new rio;;kia new rio 2016;mecánica;2016
776;;gasolina;100000;San Borja - Lima - Lima;kia;cerato;8999;kia cerato 2010;mecánica;2010
777;kia sportage 2013 mt lx;gasolina;45700;Miraflores - Lima - Lima;kia;sportage;14990;kia sportage 2013;mecánica;2013
778;;gas glp;79000;San Juan de Miraflores - Lima - Lima;kia;sorento;15400;kia sorento 2014;automática (secuencial);2014
779;;gasolina;99700;Santiago de Surco - Lima - Lima;kia;sorento;13000;kia sorento 2011;automática (secuencial);2011
780;;dual;79000;Santiago de Surco - Lima - Lima;kia;sorento;14500;kia sorento 2012;automática (secuencial);2012
781;kia sorento mod, 2014 full equipo at;gasolina;29556;Miraflores - Lima - Lima;kia;sorento;17990;kia sorento 2014;automática (secuencial);2014
782;;gasolina;113000;San Isidro - Lima - Lima;kia;cerato;8900;kia cerato 2010;automática (secuencial);2010
783;kia picanto 2013 mt full equipo;gasolina;68030;Miraflores - Lima - Lima;kia;picanto;7990;kia picanto 2013;mecánica;2013
784;kia rio hatchback mod, 2017 dual glp at;dual;37287;Miraflores - Lima - Lima;kia;rio;11990;kia rio 2015;automática (secuencial);2015
785;;gasolina;73000;Magdalena del Mar - Lima - Lima;kia;cerato;10600;kia cerato 2013;mecánica;2013
786;;gasolina;172879;Chorrillos - Lima - Lima;kia;rio;5500;kia rio 2010;automática;2010
787;;gasolina;66000;San Borja - Lima - Lima;kia;sportage;15000;kia sportage 2013;automática;2013
788;;gasolina;64500;Santiago de Surco - Lima - Lima;kia;cerato;9800;kia cerato 2010;automática;2010
789;kia cerato koup 2014 at;gasolina;13792;Miraflores - Lima - Lima;kia;cerato koup;11990;kia cerato koup 2014;automática (secuencial);2014
790;;gas;155000;Pueblo Libre - Lima - Lima;kia;rio;;kia rio 2015;mecánica;2015
791;kia new rio 2018 mecánico ultra;gasolina;45;Miraflores - Lima - Lima;kia;new rio;16990;kia new rio 2018;mecánica;2018
792;new kia rio sport mecánico mod, 2018;gasolina;45;Miraflores - Lima - Lima;kia;new rio;14990;kia new rio 2018;mecánica;2018
793;kia rio 2013 full automático;gasolina;47250;Miraflores - Lima - Lima;kia;rio;11490;kia rio 2013;automática (secuencial);2013
794;kia new picanto 2018 mt ex plus;gasolina;45;Miraflores - Lima - Lima;kia;picanto;12990;kia picanto 2018;mecánica;2018
795;kia sportage 2,0 at lx 4x2 modelo 2015;gasolina;84028;Miraflores - Lima - Lima;kia;sportage;15990;kia sportage 2014;automática;2014
796;kia sportage 2,0 at lx 4x2 modelo 2015;gasolina;117244;Miraflores - Lima - Lima;kia;sportage;15500;kia sportage 2014;automática;2014
797;kia sportage 2,0 lx 4x2 full aro 18 modelo 2018;gasolina;23;Miraflores - Lima - Lima;kia;sportage;22990;kia sportage 2017;mecánica;2017
798;kia cerato mod, 2018 mecánico;gasolina;20450;Miraflores - Lima - Lima;kia;cerato;13990;kia cerato 2018;mecánica;2018
799;"kia picanto gt line año; 2018";gasolina;;San Miguel - Lima - Lima;kia;picanto;14490;kia picanto 2018;automática;2018
800;"kia sportage cero km; mecanica; año fab 2017 mod, 2018";gasolina;;San Miguel - Lima - Lima;kia;sportage;22990;kia sportage 2018;mecánica;2018
801;"kia rio hb full at; año,2018 cero km";gasolina;45;San Miguel - Lima - Lima;kia;new rio hb;17490;kia new rio hb 2018;automática (secuencial);2018
802;kia cerato at full equipo año,2011;gas glp;51000;San Miguel - Lima - Lima;kia;cerato;10990;kia cerato 2011;automática (secuencial);2011
803;;dual;50000;Santiago de Surco - Lima - Lima;kia;rio;9300;kia rio 2014;mecánica;2014
804;vehículo de uso particular - entrega inmediata;gasolina;35900;Santiago de Surco - Lima - Lima;kia;sorento;16990;kia sorento 2013;automática (secuencial);2013
805;vehículo de uso particular - entrega inmediata;gasolina;72177;Santiago de Surco - Lima - Lima;kia;sportage;15990;kia sportage 2014;automática (secuencial);2014
806;kia cerato 2014 equipado sedán;gasolina;43650;Miraflores - Lima - Lima;kia;cerato;12990;kia cerato 2014;mecánica;2014
807;kia cerato 2014/15 sedán mecánico;gasolina;59398;Miraflores - Lima - Lima;kia;cerato;11990;kia cerato 2015;mecánica;2015
808;vehículo de uso particular - entrega inmediata;gasolina;32620;Santiago de Surco - Lima - Lima;kia;rio;13990;kia rio 2016;automática;2016
809;vehículo de uso particular - entrega inmediata;gasolina;51270;Santiago de Surco - Lima - Lima;kia;sorento;17990;kia sorento 2014;automática (secuencial);2014
810;;gasolina;17083;La Molina - Lima - Lima;kia;picanto;7999;kia picanto 2016;mecánica;2016
811;;gasolina;45000;Miraflores - Lima - Lima;kia;sportage;17200;kia sportage 2015;mecánica;2015
812;;dual;300000;Lima - Lima - Lima;kia;rio;6000;kia rio 2009;mecánica;2009
813;;gasolina;31500;San Isidro - Lima - Lima;kia;sorento;20900;kia sorento 2015;mecánica;2015
814;;gasolina;54000;Santiago de Surco - Lima - Lima;kia;sportage;15300;kia sportage 2014;mecánica;2014
815;;gasolina;10400;San Isidro - Lima - Lima;kia;sportage;20500;kia sportage 2016;automática (secuencial);2016
816;;gasolina;57500;San Isidro - Lima - Lima;kia;cerato;12200;kia cerato 2013;automática (secuencial);2013
817;;gasolina;96000;La Molina - Lima - Lima;kia;rio;9500;kia rio 2014;mecánica;2014
818;;dual;86000;San Borja - Lima - Lima;kia;rio;9500;kia rio 2015;mecánica;2015
819;;gasolina;18500;La Molina - Lima - Lima;kia;sorento;30000;kia sorento 2017;automática (secuencial);2017
820;;gasolina;41000;San Juan de Miraflores - Lima - Lima;kia;cerato;12500;kia cerato 2014;mecánica;2014
821;;gasolina;29000;Ate - Lima - Lima;kia;sportage;;kia sportage 2013;automática (secuencial);2013
822;;gasolina;65000;San Miguel - Lima - Lima;kia;cerato;12000;kia cerato 2015;automática (secuencial);2015
823;kia picanto 2014 automático gasolina sunroof a/acondicionado;gasolina;42200;San Borja - Lima - Lima;kia;picanto;8200;kia picanto 2014;automática;2014
824;;dual;33000;San Isidro - Lima - Lima;kia;sportage;19800;kia sportage 2017;automática;2017
825;;gasolina;48000;San Borja - Lima - Lima;kia;sorento;16000;kia sorento 2013;mecánica;2013
826;"conservado; unico dueño!! muy buen estado,";gasolina;37100;La Victoria - Lima - Lima;kia;picanto;8400;kia picanto 2015;automática;2015
827;unico dueño!! excelente estado!! uso particular!!;gasolina;66200;La Victoria - Lima - Lima;kia;cerato;11700;kia cerato 2014;mecánica;2014
828;full equipo!!! techo panoramico,, como nuevo!! 4x4 3filas;gasolina;95000;La Victoria - Lima - Lima;kia;sorento;16500;kia sorento 2013;mecánica;2013
829;impecable!!! full equipo!!! techo panoramico,, como nuevo!!;dual;45000;La Victoria - Lima - Lima;kia;sportage;16200;kia sportage 2016;mecánica;2016
830;unico dueño!!! como nuevo!! 3 filas!! techo panoramico!!!;gasolina;87500;La Victoria - Lima - Lima;kia;sorento;16300;kia sorento 2013;automática (secuencial);2013
831;;dual;132;San Isidro - Lima - Lima;kia;sorento;8500;kia sorento 2005;mecánica;2005
832;;dual;150000;Santiago de Surco - Lima - Lima;kia;rio;6500;kia rio 2011;mecánica;2011
833;;gasolina;37000;La Molina - Lima - Lima;kia;carens;15900;kia carens 2015;automática (secuencial);2015
834;;gasolina;39000;La Molina - Lima - Lima;kia;sportage;18200;kia sportage 2017;mecánica;2017
835;;dual;57000;Ate - Lima - Lima;kia;cerato;11500;kia cerato 2014;automática (secuencial);2014
836;"suv versátil ; equipamiento full ;impecable";gasolina;53200;Lima - Lima - Lima;kia;soul;9300;kia soul 2013;mecánica;2013
837;excelente estado de conservación!!;gasolina;70000;Lima - Lima - Lima;kia;rio;8500;kia rio 2013;mecánica;2013
838;deportivo super equipado°°;dual;;Los Olivos - Lima - Lima;kia;cerato;10900;kia cerato 2014;mecánica;2014
839;;gasolina;56000;Santiago de Surco - Lima - Lima;kia;cerato;11500;kia cerato 2013;automática (secuencial);2013
840;realmente impecable de uso personal;gas glp;22000;San Borja - Lima - Lima;kia;cerato;14900;kia cerato 2018;mecánica;2018
