Index,Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
699,43,1,evermore (feat. Bon Iver),13810722,Taylor Swift,42227614, post-teen pop,66.0,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,304107.0,0.32,C#/Db
700,45,1,long story short,13583538,Taylor Swift,42227614, post-teen pop,66.0,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,215920.0,0.573,C
701,53,1,cowboy like me,12782098,Taylor Swift,42227614, post-teen pop,64.0,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,275040.0,0.511,C
702,57,1,marjorie,12234761,Taylor Swift,42227614, post-teen pop,64.0,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,257773.0,0.287,F
703,70,1,closure,11245393,Taylor Swift,42227614, post-teen pop,62.0,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653.0,0.92,A
704,74,1,She Knows This,10561183,Kid Cudi,5002317, pop rap,64.0,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560.0,0.312,F#/Gb
704,74,1,She Knows This,10561183,Kid Cudi,5002317, rap,64.0,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560.0,0.312,F#/Gb
705,97,1,Another Day,8901697,Kid Cudi,5002317, pop rap,63.0,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787.0,0.0642,E
705,97,1,Another Day,8901697,Kid Cudi,5002317, rap,63.0,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787.0,0.0642,E
706,126,1,"Solo Dolo, Pt. III",7655623,Kid Cudi,5002317, pop rap,61.0,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267.0,0.52,A#/Bb
706,126,1,"Solo Dolo, Pt. III",7655623,Kid Cudi,5002317, rap,61.0,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267.0,0.52,A#/Bb
707,129,1,Dive,7524738,Kid Cudi,5002317, pop rap,60.0,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707.0,0.332,A
707,129,1,Dive,7524738,Kid Cudi,5002317, rap,60.0,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707.0,0.332,A
708,139,1,Heaven On Earth,7117347,Kid Cudi,5002317, pop rap,59.0,0.786,0.61,-6.736,0.0558,0.379,0.0765,130.036,201093.0,0.228,C
708,139,1,Heaven On Earth,7117347,Kid Cudi,5002317, rap,59.0,0.786,0.61,-6.736,0.0558,0.379,0.0765,130.036,201093.0,0.228,C
709,147,1,Sad People,6865689,Kid Cudi,5002317, pop rap,62.0,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027.0,0.416,F
709,147,1,Sad People,6865689,Kid Cudi,5002317, rap,62.0,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027.0,0.416,F
710,152,1,Damaged,6763705,Kid Cudi,5002317, pop rap,57.0,0.625,0.581,-7.1,0.0316,0.553,0.254,142.04,150853.0,0.267,G#/Ab
710,152,1,Damaged,6763705,Kid Cudi,5002317, rap,57.0,0.625,0.581,-7.1,0.0316,0.553,0.254,142.04,150853.0,0.267,G#/Ab
711,17,3,YO VISTO ASÃ,6388079,Bad Bunny,36177712, reggaeton,73.0,0.688,0.881,-4.889,0.0474,0.0947,0.0804,123.013,191526.0,0.677,G
711,17,3,YO VISTO ASÃ,6388079,Bad Bunny,36177712, trap latino,73.0,0.688,0.881,-4.889,0.0474,0.0947,0.0804,123.013,191526.0,0.677,G
712,183,1,Beautiful Trip,6108393,Kid Cudi,5002317, pop rap,54.0,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013.0,0.42,B
712,183,1,Beautiful Trip,6108393,Kid Cudi,5002317, rap,54.0,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013.0,0.42,B
713,185,1,The Void,6068816,Kid Cudi,5002317, pop rap,61.0,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413.0,0.0786,G
713,185,1,The Void,6068816,Kid Cudi,5002317, rap,61.0,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413.0,0.0786,G
714,1,12,cardigan,5845457,Taylor Swift,42227614, post-teen pop,79.0,0.613,0.581,-8.588,0.0424,0.537,0.25,130.033,239560.0,0.551,C
717,138,1,Blinding Lights (with ROSALÃA) - Remix,6653913,The Weeknd,35340069, pop,64.0,0.49,0.694,-5.793,0.0618,0.0133,0.0946,170.903,216123.0,0.249,F
719,29,2,TE DESEO LO MEJOR,6204228,Bad Bunny,36177712, reggaeton,70.0,0.763,0.597,-5.054,0.0416,0.158,0.111,126.054,139576.0,0.194,C#/Db
719,29,2,TE DESEO LO MEJOR,6204228,Bad Bunny,36177712, trap latino,70.0,0.763,0.597,-5.054,0.0416,0.158,0.111,126.054,139576.0,0.194,C#/Db
725,43,2,LA DROGA,5375449,Bad Bunny,36177712, reggaeton,70.0,0.643,0.727,-5.506,0.0389,0.0439,0.123,90.019,162299.0,0.295,C#/Db
725,43,2,LA DROGA,5375449,Bad Bunny,36177712, trap latino,70.0,0.643,0.727,-5.506,0.0389,0.0439,0.123,90.019,162299.0,0.295,C#/Db
729,41,1,HOY COBRÃ,12914431,Bad Bunny,36177712, reggaeton,70.0,0.86,0.725,-6.7,0.249,0.0464,0.0994,145.001,162151.0,0.375,B
729,41,1,HOY COBRÃ,12914431,Bad Bunny,36177712, trap latino,70.0,0.86,0.725,-6.7,0.249,0.0464,0.0994,145.001,162151.0,0.375,B
730,44,1,MALDITA POBREZA,12660806,Bad Bunny,36177712, reggaeton,67.0,0.762,0.861,-4.075,0.0652,0.139,0.0956,133.037,213609.0,0.588,E
730,44,1,MALDITA POBREZA,12660806,Bad Bunny,36177712, trap latino,67.0,0.762,0.861,-4.075,0.0652,0.139,0.0956,133.037,213609.0,0.588,E
731,48,1,EL MUNDO ES MÃO,12507010,Bad Bunny,36177712, reggaeton,67.0,0.716,0.522,-6.834,0.0582,0.166,0.113,76.993,165199.0,0.224,F
731,48,1,EL MUNDO ES MÃO,12507010,Bad Bunny,36177712, trap latino,67.0,0.716,0.522,-6.834,0.0582,0.166,0.113,76.993,165199.0,0.224,F
732,53,1,ANTES QUE SE ACABE,11298839,Bad Bunny,36177712, reggaeton,76.0,0.693,0.549,-6.098,0.0577,0.505,0.324,139.988,221187.0,0.473,D
732,53,1,ANTES QUE SE ACABE,11298839,Bad Bunny,36177712, trap latino,76.0,0.693,0.549,-6.098,0.0577,0.505,0.324,139.988,221187.0,0.473,D
734,63,1,120,10957181,Bad Bunny,36177712, reggaeton,72.0,0.636,0.656,-5.542,0.0676,0.451,0.287,171.918,151506.0,0.439,D
734,63,1,120,10957181,Bad Bunny,36177712, trap latino,72.0,0.636,0.656,-5.542,0.0676,0.451,0.287,171.918,151506.0,0.439,D
735,66,1,TRELLAS,10733416,Bad Bunny,36177712, reggaeton,66.0,0.43,0.412,-5.372,0.0281,0.2,0.324,90.872,157673.0,0.0508,D
735,66,1,TRELLAS,10733416,Bad Bunny,36177712, trap latino,66.0,0.43,0.412,-5.372,0.0281,0.2,0.324,90.872,157673.0,0.0508,D
760,24,8,Runnin,4914682,"21 Savage, Metro Boomin",9949044, rap,78.0,0.819,0.626,-4.574,0.202,0.00748,0.167,143.01,195906.0,0.415,A#/Bb
760,24,8,Runnin,4914682,"21 Savage, Metro Boomin",9949044, trap,78.0,0.819,0.626,-4.574,0.202,0.00748,0.167,143.01,195906.0,0.415,A#/Bb
772,20,3,off the table (with The Weeknd),5308945,Ariana Grande,67208170,dance pop,67.0,0.411,0.522,-7.295,0.0981,0.519,0.398,88.332,239949.0,0.382,C
772,20,3,off the table (with The Weeknd),5308945,Ariana Grande,67208170, pop,67.0,0.411,0.522,-7.295,0.0981,0.519,0.398,88.332,239949.0,0.382,C
772,20,3,off the table (with The Weeknd),5308945,Ariana Grande,67208170, post-teen pop,67.0,0.411,0.522,-7.295,0.0981,0.519,0.398,88.332,239949.0,0.382,C
779,25,3,just like magic,4980571,Ariana Grande,67208170,dance pop,69.0,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900.0,0.464,G#/Ab
779,25,3,just like magic,4980571,Ariana Grande,67208170, pop,69.0,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900.0,0.464,G#/Ab
779,25,3,just like magic,4980571,Ariana Grande,67208170, post-teen pop,69.0,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900.0,0.464,G#/Ab
790,38,2,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170,dance pop,70.0,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457.0,0.0916,C#/Db
790,38,2,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170, pop,70.0,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457.0,0.0916,C#/Db
790,38,2,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170, post-teen pop,70.0,0.552,0.599,-5.75,0.0404,0.0703,0.0986,161.884,208457.0,0.0916,C#/Db
791,31,2,shut up,5282490,Ariana Grande,67208170,dance pop,63.0,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710.0,0.599,C
791,31,2,shut up,5282490,Ariana Grande,67208170, pop,63.0,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710.0,0.599,C
791,31,2,shut up,5282490,Ariana Grande,67208170, post-teen pop,63.0,0.499,0.462,-5.308,0.0312,0.801,0.0946,127.698,157710.0,0.599,C
792,42,2,nasty,5249342,Ariana Grande,67208170,dance pop,69.0,0.772,0.506,-6.558,0.139,0.0814,0.182,127.894,200733.0,0.456,F#/Gb
792,42,2,nasty,5249342,Ariana Grande,67208170, pop,69.0,0.772,0.506,-6.558,0.139,0.0814,0.182,127.894,200733.0,0.456,F#/Gb
792,42,2,nasty,5249342,Ariana Grande,67208170, post-teen pop,69.0,0.772,0.506,-6.558,0.139,0.0814,0.182,127.894,200733.0,0.456,F#/Gb
797,25,6,Mr. Right Now (feat. Drake),4951481,"21 Savage, Metro Boomin",9949044, rap,75.0,0.647,0.667,-5.563,0.304,0.231,0.133,172.08,193839.0,0.704,F
797,25,6,Mr. Right Now (feat. Drake),4951481,"21 Savage, Metro Boomin",9949044, trap,75.0,0.647,0.667,-5.563,0.304,0.231,0.133,172.08,193839.0,0.704,F
799,49,2,my hair,4896521,Ariana Grande,67208170,dance pop,66.0,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436.0,0.372,C
799,49,2,my hair,4896521,Ariana Grande,67208170, pop,66.0,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436.0,0.372,C
799,49,2,my hair,4896521,Ariana Grande,67208170, post-teen pop,66.0,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436.0,0.372,C
800,59,2,obvious,4865084,Ariana Grande,67208170,dance pop,65.0,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959.0,0.26,C
800,59,2,obvious,4865084,Ariana Grande,67208170, pop,65.0,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959.0,0.26,C
800,59,2,obvious,4865084,Ariana Grande,67208170, post-teen pop,65.0,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959.0,0.26,C
805,51,1,six thirty,10941573,Ariana Grande,67208170,dance pop,63.0,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874.0,0.434,C
805,51,1,six thirty,10941573,Ariana Grande,67208170, pop,63.0,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874.0,0.434,C
805,51,1,six thirty,10941573,Ariana Grande,67208170, post-teen pop,63.0,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874.0,0.434,C
806,65,1,love language,9399230,Ariana Grande,67208170,dance pop,62.0,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861.0,0.553,A#/Bb
806,65,1,love language,9399230,Ariana Grande,67208170, pop,62.0,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861.0,0.553,A#/Bb
806,65,1,love language,9399230,Ariana Grande,67208170, post-teen pop,62.0,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861.0,0.553,A#/Bb
807,66,1,west side,9397167,Ariana Grande,67208170,dance pop,62.0,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279.0,0.557,B
807,66,1,west side,9397167,Ariana Grande,67208170, pop,62.0,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279.0,0.557,B
807,66,1,west side,9397167,Ariana Grande,67208170, post-teen pop,62.0,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279.0,0.557,B
809,105,26,Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317,dance pop,78.0,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030.0,0.347,G#/Ab
809,105,26,Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317, pop,78.0,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030.0,0.347,G#/Ab
809,105,26,Dancing With A Stranger (with Normani),5229835,Sam Smith,17097317, post-teen pop,78.0,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030.0,0.347,G#/Ab
811,176,1,Kids Again,5103194,Sam Smith,17097317,dance pop,62.0,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528.0,0.468,B
811,176,1,Kids Again,5103194,Sam Smith,17097317, pop,62.0,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528.0,0.468,B
811,176,1,Kids Again,5103194,Sam Smith,17097317, post-teen pop,62.0,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528.0,0.468,B
819,88,27,"thank u, next",5079328,Ariana Grande,67208170,dance pop,82.0,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320.0,0.412,C#/Db
819,88,27,"thank u, next",5079328,Ariana Grande,67208170, pop,82.0,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320.0,0.412,C#/Db
819,88,27,"thank u, next",5079328,Ariana Grande,67208170, post-teen pop,82.0,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320.0,0.412,C#/Db
838,18,34,Yo Perreo Sola,4680447,Bad Bunny,36177712, reggaeton,78.0,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,172127.0,0.453,B
838,18,34,Yo Perreo Sola,4680447,Bad Bunny,36177712, trap latino,78.0,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,172127.0,0.453,B
846,53,2,Glock In My Lap,4947593,"21 Savage, Metro Boomin",9949044, rap,69.0,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,193591.0,0.202,A#/Bb
846,53,2,Glock In My Lap,4947593,"21 Savage, Metro Boomin",9949044, trap,69.0,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,193591.0,0.202,A#/Bb
852,65,1,Rich Nigga Shit (feat. Young Thug),9129562,"21 Savage, Metro Boomin",9949044, rap,73.0,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331.0,0.62,C#/Db
852,65,1,Rich Nigga Shit (feat. Young Thug),9129562,"21 Savage, Metro Boomin",9949044, trap,73.0,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331.0,0.62,C#/Db
853,68,1,Many Men,8675173,"21 Savage, Metro Boomin",9949044, rap,65.0,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856.0,0.281,A#/Bb
853,68,1,Many Men,8675173,"21 Savage, Metro Boomin",9949044, trap,65.0,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856.0,0.281,A#/Bb
854,77,1,Slidin,8243488,"21 Savage, Metro Boomin",9949044, rap,64.0,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037.0,0.382,D
854,77,1,Slidin,8243488,"21 Savage, Metro Boomin",9949044, trap,64.0,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037.0,0.382,D
856,131,1,My Dawg,6029118,"21 Savage, Metro Boomin",9949044, rap,60.0,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716.0,0.364,C
856,131,1,My Dawg,6029118,"21 Savage, Metro Boomin",9949044, trap,60.0,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716.0,0.364,C
857,138,1,Snitches & Rats (feat. Young Nudy),5846760,"21 Savage, Metro Boomin",9949044, rap,57.0,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,187773.0,0.494,A
857,138,1,Snitches & Rats (feat. Young Nudy),5846760,"21 Savage, Metro Boomin",9949044, trap,57.0,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,187773.0,0.494,A
858,139,1,Brand New Draco,5841110,"21 Savage, Metro Boomin",9949044, rap,63.0,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420.0,0.439,B
858,139,1,Brand New Draco,5841110,"21 Savage, Metro Boomin",9949044, trap,63.0,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420.0,0.439,B
861,179,1,No Opp Left Behind,5154955,"21 Savage, Metro Boomin",9949044, rap,61.0,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214.0,0.26,G#/Ab
861,179,1,No Opp Left Behind,5154955,"21 Savage, Metro Boomin",9949044, trap,61.0,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214.0,0.26,G#/Ab
863,190,1,RIP Luv,4915080,"21 Savage, Metro Boomin",9949044, rap,62.0,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192.0,0.0657,F
863,190,1,RIP Luv,4915080,"21 Savage, Metro Boomin",9949044, trap,62.0,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192.0,0.0657,F
864,197,1,Steppin On Niggas,4853661,"21 Savage, Metro Boomin",9949044, rap,57.0,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,140833.0,0.798,G
864,197,1,Steppin On Niggas,4853661,"21 Savage, Metro Boomin",9949044, trap,57.0,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,140833.0,0.798,G
890,4,9,exile (feat. Bon Iver),4924533,Taylor Swift,42227614, post-teen pop,77.0,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,285634.0,0.152,F#/Gb
894,23,21,Chicago Freestyle (feat. Giveon),4799038,Drake,56327031, pop rap,80.0,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,220488.0,0.0397,A#/Bb
894,23,21,Chicago Freestyle (feat. Giveon),4799038,Drake,56327031, rap,80.0,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,220488.0,0.0397,A#/Bb
896,12,34,Physical,4599807,Dua Lipa,27167675,dance pop,77.0,0.647,0.844,-3.756,0.0457,0.0137,0.102,146.967,193829.0,0.746,C
896,12,34,Physical,4599807,Dua Lipa,27167675, pop,77.0,0.647,0.844,-3.756,0.0457,0.0137,0.102,146.967,193829.0,0.746,C
909,21,29,Boss Bitch,4620838,Doja Cat,8671649,dance pop,81.0,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,134240.0,0.575,A#/Bb
909,21,29,Boss Bitch,4620838,Doja Cat,8671649, pop,81.0,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,134240.0,0.575,A#/Bb
922,5,7,the 1,4587573,Taylor Swift,42227614, post-teen pop,75.0,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,210252.0,0.172,C
932,5,11,Sour Candy (with BLACKPINK),4556900,Lady Gaga,18585963,dance pop,70.0,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707.0,0.784,A
932,5,11,Sour Candy (with BLACKPINK),4556900,Lady Gaga,18585963, pop,70.0,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707.0,0.784,A
932,5,11,Sour Candy (with BLACKPINK),4556900,Lady Gaga,18585963, post-teen pop,70.0,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707.0,0.784,A
939,106,4,My Oasis (feat. Burna Boy),4887204,Sam Smith,17097317,dance pop,69.0,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,179917.0,0.381,A#/Bb
939,106,4,My Oasis (feat. Burna Boy),4887204,Sam Smith,17097317, pop,69.0,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,179917.0,0.381,A#/Bb
939,106,4,My Oasis (feat. Burna Boy),4887204,Sam Smith,17097317, post-teen pop,69.0,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,179917.0,0.381,A#/Bb
943,11,5,august,4586236,Taylor Swift,42227614, post-teen pop,76.0,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,261923.0,0.403,F
949,8,5,the last great american dynasty,4389670,Taylor Swift,42227614, post-teen pop,71.0,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,230999.0,0.706,G
950,151,1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],5254969,Dua Lipa,27167675,dance pop,62.0,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,250280.0,0.56,B
950,151,1,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],5254969,Dua Lipa,27167675, pop,62.0,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,250280.0,0.56,B
951,10,4,my tears ricochet,5111416,Taylor Swift,42227614, post-teen pop,71.0,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,255894.0,0.111,C
956,55,4,Hallucinate,4472669,Dua Lipa,27167675,dance pop,72.0,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505.0,0.627,A#/Bb
956,55,4,Hallucinate,4472669,Dua Lipa,27167675, pop,72.0,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505.0,0.627,A#/Bb
961,17,4,invisible string,4424118,Taylor Swift,42227614, post-teen pop,71.0,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,252881.0,0.45,E
966,13,3,mirrorball,5564072,Taylor Swift,42227614, post-teen pop,70.0,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,208978.0,0.379,D
967,15,3,seven,5459423,Taylor Swift,42227614, post-teen pop,69.0,0.596,0.488,-10.769,0.0274,0.9,0.091,94.926,208907.0,0.415,E
968,18,3,this is me trying,5128412,Taylor Swift,42227614, post-teen pop,70.0,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,195097.0,0.412,A
969,24,3,betty,5112180,Taylor Swift,42227614, post-teen pop,71.0,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,294521.0,0.502,C
971,20,3,illicit affairs,5053658,Taylor Swift,42227614, post-teen pop,70.0,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898.0,0.46,A#/Bb
972,170,1,Freak,4736059,Doja Cat,8671649,dance pop,75.0,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480.0,0.373,G
972,170,1,Freak,4736059,Doja Cat,8671649, pop,75.0,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480.0,0.373,G
977,29,2,mad woman,6796343,Taylor Swift,42227614, post-teen pop,67.0,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,237258.0,0.506,D#/Eb
978,33,2,epiphany,6085522,Taylor Swift,42227614, post-teen pop,66.0,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,289749.0,0.113,C#/Db
979,41,2,peace,5943851,Taylor Swift,42227614, post-teen pop,67.0,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,234000.0,0.339,F
984,47,2,hoax,5375944,Taylor Swift,42227614, post-teen pop,66.0,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,220043.0,0.429,G#/Ab
1017,5,21,La DifÃ­cil,4727554,Bad Bunny,36177712, reggaeton,78.0,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084.0,0.761,G#/Ab
1017,5,21,La DifÃ­cil,4727554,Bad Bunny,36177712, trap latino,78.0,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084.0,0.761,G#/Ab
1020,67,2,The Adventures of Moon Man & Slim Shady (with Eminem),4639929,Kid Cudi,5002317, pop rap,67.0,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834.0,0.588,G#/Ab
1020,67,2,The Adventures of Moon Man & Slim Shady (with Eminem),4639929,Kid Cudi,5002317, rap,67.0,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834.0,0.588,G#/Ab
1024,2,29,Yummy,4599349,Justin Bieber,48544923, pop,72.0,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427.0,0.494,A
1024,2,29,Yummy,4599349,Justin Bieber,48544923, post-teen pop,72.0,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427.0,0.494,A
1026,69,19,Like That (feat. Gucci Mane),4565377,Doja Cat,8671649,dance pop,77.0,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173.0,0.405,E
1026,69,19,Like That (feat. Gucci Mane),4565377,Doja Cat,8671649, pop,77.0,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173.0,0.405,E
1054,7,19,Si Veo a Tu MamÃ¡,4638728,Bad Bunny,36177712, reggaeton,80.0,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,170972.0,0.824,D
1054,7,19,Si Veo a Tu MamÃ¡,4638728,Bad Bunny,36177712, trap latino,80.0,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,170972.0,0.824,D
1067,32,16,Myron,4593309,Lil Uzi Vert,11821805, rap,76.0,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955.0,0.573,G#/Ab
1067,32,16,Myron,4593309,Lil Uzi Vert,11821805, trap,76.0,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955.0,0.573,G#/Ab
1074,88,27,Money In The Grave (Drake ft. Rick Ross),4403348,Drake,56327031, pop rap,78.0,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427.0,0.101,A#/Bb
1074,88,27,Money In The Grave (Drake ft. Rick Ross),4403348,Drake,56327031, rap,78.0,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427.0,0.101,A#/Bb
1075,25,9,Say So (feat. Nicki Minaj),4385148,Doja Cat,8671649,dance pop,69.0,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221.0,0.745,B
1075,25,9,Say So (feat. Nicki Minaj),4385148,Doja Cat,8671649, pop,69.0,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221.0,0.745,B
1082,14,27,Lose You To Love Me,4322088,Selena Gomez,28931149,dance pop,81.0,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459.0,0.0978,E
1082,14,27,Lose You To Love Me,4322088,Selena Gomez,28931149, pop,81.0,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459.0,0.0978,E
1082,14,27,Lose You To Love Me,4322088,Selena Gomez,28931149, post-teen pop,81.0,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459.0,0.0978,E
1104,21,15,P2,4769996,Lil Uzi Vert,11821805, rap,73.0,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627.0,0.49,B
1104,21,15,P2,4769996,Lil Uzi Vert,11821805, trap,73.0,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627.0,0.49,B
1108,48,6,BYE ME FUI,4567732,Bad Bunny,36177712, reggaeton,72.0,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000.0,0.588,F
1108,48,6,BYE ME FUI,4567732,Bad Bunny,36177712, trap latino,72.0,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000.0,0.588,F
1109,15,25,Vete,4486408,Bad Bunny,36177712, reggaeton,78.0,0.886,0.672,-4.394,0.188,0.0363,0.101,91.976,192024.0,0.526,C#/Db
